緯度,経度,施設名,ふりがな,住所,,区,電話番号　,施設情報,施設種別,0歳児,1歳児,2歳児,3歳児,4歳児,5歳児,月,指定園,新制度未移行園,ソート,月
34.671564,135.489879,ソフィア南堀江保育園　分園,そふぃあみなみほりえほいくえんぶんえん,西区南堀江３－３－１９　１階,6,西区,06-6532-3017,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/h6-6-sofiaminamihorie.pdf,保育所,0,0,―,―,―,―,1,,,63308,2
34.684031,135.494127,うつぼほんまち保育園,うつぼほんまちほいくえん,西区靭本町1－19－13　2階,6,西区,06-6446-2003,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/h6-7-utubohonmachi.pdf,保育所,0,0,0,2,0,0,1,,,63309,2
34.686806,135.491729,ポプラ保育園,ぽぷらほいくえん,西区京町堀2-1-19,6,西区,06-6447-0067,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/h6-8-popura.pdf,保育所,0,0,0,0,0,0,1,,,63310,2
34.676188,135.486628,新町保育園,しんまちほいくえん,西区新町4-5-5,6,西区,06-6531-0600,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/h6-9-shinmachi.pdf,保育所,0,0,0,0,0,4,1,,,63311,2
34.672262,135.493242,堀江敬愛保育園,ほりえけいあいほいくえん,西区南堀江1‐22‐11,6,西区,06-6533-7110,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/h6-11-horiekeiai.pdf,保育所,0,1,0,0,1,1,1,,,63314,2
34.670091,135.494422,アスク南堀江保育園,あすくみなみほりえほいくえん,西区南堀江1-18-4　住友生命湊町ＭＴビル1階,6,西区,06-6535-9232,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/h6-12-askminamihorie.pdf,保育所,0,0,0,0,3,2,1,,,63315,2
34.685514,135.49233,りんりん保育園,りんりんほいくえん,西区京町堀2-5-14,6,西区,06-6449-7778,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/h6-13-rinrin.pdf,保育所,0,0,0,1,6,1,1,,,63316,2
34.66976,135.480625,浪速さくら保育園南堀江分園,なにわさくらほいくえんみなみほりえぶんえん,西区南堀江４－２８－２０,6,西区,06-6562-7711,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12682/h10-3-naniwasakura.pdf,保育所,―,―,―,―,―,―,1,,,63319,2
34.679307,135.47753,波除学園　分園　なみぴよ,なみよけがくえんぶんえんなみぴよ,西区川口３－１０－９,6,西区,06-6581-1800,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/h7-6-namiyoke.pdf,認定こども園,,,,1,1,0,1,,,62320,2
34.683473,135.48515,波除学園　分園　ぴよこじま,なみよけがくえんぶんえんぴよこじま,西区江之子島１－５－８　ロイヤルハイツたそがれ,6,西区,06-6447-1600,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/h7-6-namiyoke.pdf,認定こども園,0,0,0,,,,1,,,62321,2
34.676446,135.46299,安治川保育園　分園　あじぴよ,あじがわほいくえんぶんえんあじぴよ,西区境川２－５－２７,6,西区,06-6585-7883,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/h7-1-ajigawa.pdf,保育所,―,―,―,―,―,―,1,,,63322,2
34.677264,135.496198,ＹＰＣ保育園,わいぴーしーほいくえん,西区新町１－９－１１,6,西区,06-6535-8968,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/h6-14-ypc.pdf,保育所,0,0,0,0,1,1,1,,,63317,2
34.68033,135.473284,ほっぺるランド国津橋,ほっぺるらんどくにつばし,西区川口４－８－３３,6,西区,06-6626-9086,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/h6-15-hopperukunitubashi.pdf,保育所,0,0,0,1,5,5,1,,,63318,2
34.677657,135.486403,新町第2保育園,しんまちだいにほいくえん,西区新町４－２－１２,6,西区,06-6541-0300,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/h6-16-shinmachidai2.pdf,保育所,0,0,0,0,0,0,1,,,63323,2
34.686837,135.497244,あい・あい保育園　本町園,あい・あいほいくえん　ほんまちえん,西区靭本町１－６－１０,6,西区,06-6131-8852,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/h6-17-aiaihonmachi.pdf,保育所,0,0,0,0,0,5,1,,,63324,2
34.677759,135.488461,クオリスキッズ新町保育園,くおりすきっずしんまちほいくえん,西区新町３－１１－１５,6,西区,06-6543-0017,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/h6-22-kuorisusinmachi.pdf,保育所,0,0,0,0,0,10,1,,,63325,2
34.670071,135.482784,西区南堀江保育園　てのひら,にしくみなみほりえほいくえん　てのひら,西区南堀江４－８－１４,6,西区,06-6538-5558,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/h6-20-tenohira.pdf,保育所,0,0,0,0,1,0,1,,,63326,2
34.678917,135.485048,立売堀敬愛保育園,いたちぼりけいあいほいくえん,西区立売堀５－６－２０,6,西区,06-6536-8111,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/h6-21-itachiborikeiai.pdf,保育所,0,0,0,0,5,18,1,,,63327,2
34.677237,135.48477,にしながほり保育園,にしながほりほいくえん,西区新町４－１１－１４,6,西区,06-6534-8880,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/h6-18-nishinagahori.pdf,保育所,0,0,0,0,3,10,1,,,63328,2
34.687324,135.492811,京町堀西船場保育園,きょうまちぼりにしせんばほいくえん,西区京町堀１－１８－１９,6,西区,06-6448-6370,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/h6-19-kyoumachiborinishisenba.pdf,保育所,0,0,0,0,0,0,1,,,63329,2
34.674665,135.480173,千代崎ポプラ保育園,ちよさきぽぷらほいくえん,千代崎1-11-7,6,西区,06-6599-9961,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/h6-23-chiyozakipopla.pdf,保育所,0,0,0,0,0,0,1,,,63330,2
34.670713,135.48734,太陽南堀江保育園,かしょうたいようみなみほりえほいくえん,南堀江３－１６－１５,6,西区,06-6536-3033,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/h6-24-taiyouminamihorie.pdf,保育所,0,0,0,0,0,0,1,,,63331,2
34.673557,135.485962,なにわのもり保育園送迎ステーション,なにわのもりほいくえんそうげいすてーしょん,西区北堀江４－３－１４,6,西区,06-6684-9002,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/t6-12-naniwanomorikitahorie.pdf,保育所,,,,0,0,0,1,,,63332,2
34.674348,135.486526,あけぼのほりえこども園,かしょうあけぼのほりえこどもえん,北堀江４－２－９,6,西区,06-6531-0808,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/k6-1-akebonohorie.pdf,認定こども園,0,0,0,0,0,0,1,,,62301,2
34.677842,135.492593,おひさまルーム,おひさまるーむ,西区新町２－３－１３－１０２,6,西区,080-8527-7899,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/t6-1-ohisamaroom.pdf,地域型,0,0,0,,,,1,,,64301,2
34.672354,135.487953,ソフィア南堀江乳児保育園　　　,そふぃあみなみほりえにゅうじほいくえん,西区南堀江３－１３－５－３０５,6,西区,06-6536-8137,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/t6-2-sofiaminamihorienyuji.pdf,地域型,0,0,0,,,,1,,,64302,2
34.670863,135.482427,シュッポッポ保育園,しゅっぽっぽほいくえん,西区南堀江４－２４－５,6,西区,06-6538-0158,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/t6-3-syuppoppo.pdf,地域型,0,0,0,,,,1,,,64303,2
34.675129,135.47849,はなぞの保育園,はなぞのほいくえん,西区千代崎１－１５－７,6,西区,06-6586-2525,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/t6-4-hanazono.pdf,地域型,0,0,1,,,,1,,,64304,2
34.678394,135.496321,たいようランド,たいようらんど,西区新町１－１２－１０－１０１,6,西区,06-6536-7699,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/t6-5-taiyouland.pdf,地域型,0,0,0,,,,1,,,64305,2
34.684031,135.487137,あい・あい保育園　阿波座園,あい・あいほいくえん　あわざえん,西区京町堀３－４－２０　ロイヤルハイツ江戸堀西公園１階,6,西区,06-6136-7641,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/t6-6-aiaiawaza.pdf,地域型,0,0,0,,,,1,,,64306,2
34.673545,135.479987,ちよざき保育園　,ちよざきほいくえん,西区千代崎２－２－１２,6,西区,06-4393-2828,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/t6-7-tiyozaki.pdf,地域型,0,0,0,,,,1,,,64307,2
34.670219,135.487068,あろは保育園,あろはほいくえん,西区南堀江３－１７－５　１階,6,西区,06-6563-6044,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/t6-8-aloha.pdf,地域型,0,0,0,,,,1,,,64308,2
34.671117,135.494921,グローバル南堀江保育園,ぐろーばるみなみほりえほいくえん,西区南堀江１－１５－９－３０１,6,西区,06-7891-0055,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/t6-9-globalminamihorie.pdf,地域型,0,0,1,,,,1,,,64309,2
34.684444,135.488486,京町掘バンビ園,きょうまちほりばんびえん,西区京町堀３－３－１３,6,西区,06-6748-7886,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/t6-10-kyoumachiboribanbi.pdf,地域型,0,0,0,,,,1,,,64310,2
34.676384,135.486112,新町第３保育園,しんまちだいさんほいくえん,西区新町４－５－１４ ２階,6,西区,06-4393-8771,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/t6-11-shinmachidai3.pdf,地域型,0,0,0,,,,1,,,64311,2
34.673597,135.485915,なにわのもり北堀江保育園,なにわのもりきたほりえほいくえん,西区北堀江４－３－１４,6,西区,06-6684-9002,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/t6-12-naniwanomorikitahorie.pdf,地域型,0,0,0,,,,1,,,64312,2
34.682614,135.488592,阿波座サンフレンズ保育園,かしょうあわざさんふれんずほいくえん,西区靭本町３－３ー１１,6,西区,06-6136-8738,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/t6-13-awazasunfriends.pdf,地域型,0,0,0,,,,1,,,64313,2
34.675773,135.46223,安治川保育園,あじがわほいくえん,港区波除1-6-6,7,港区,06-6582-7883,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/h7-1-ajigawa.pdf,保育所,0,0,0,0,1,0,1,,,73301,2
34.661814,135.452306,アソカ学園,あそかがくえん,港区夕凪2-3-5,7,港区,06-6574-2600,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/h7-2-asoka.pdf,保育所,,0,0,0,0,0,1,,,73302,2
34.655702,135.449077,池島保育園,いけじまほいくえん,港区池島3-1-32,7,港区,06-6573-5012,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/h7-3-ikejima.pdf,保育所,0,0,0,0,0,1,1,,,73303,2
34.664788,135.460626,大阪市立磯路保育所,おおさかしりついそじほいくしょ,港区磯路2-11-8,7,港区,06-6572-6495,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/07-isoji.pdf,保育所,0,0,0,0,3,5,1,,,73101,2
34.665547,135.449302,大阪市立田中保育所,おおさかしりつたなかほいくしょ,港区田中1-11-1,7,港区,06-6574-2369,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/23tanakaH30.pdf,保育所,0,0,0,0,0,4,1,,,73201,2
34.654039,135.444818,大阪市立八幡屋保育所,おおさかしりつやはたやほいくしょ,港区八幡屋3-11-6,7,港区,06-6571-0204,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/07-yahataya.pdf,保育所,0,0,0,3,6,8,1,,,73102,2
34.657737,135.442393,善児園,ぜんじえん,港区港晴3-16-6,7,港区,06-6571-0258,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/h7-4-zenjien.pdf,保育所,0,0,0,0,0,0,1,,,73304,2
34.652622,135.43543,築港保育園,ちっこうほいくえん,港区築港1-12-8,7,港区,06-6574-3196,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/h7-5-chikkou.pdf,保育所,0,0,0,0,1,0,1,,,73305,2
34.673126,135.461646,認定こども園 波除学園,なみよけがくえん,港区波除5-4-7,7,港区,06-6585-3392,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/k7-1-namiyoke.pdf,認定こども園,0,0,0,0,0,0,1,,,72301,2
34.667188,135.461222,日輪学園,にちりんがくえん,港区磯路1-8-5,7,港区,06-6573-6000,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/h7-7-nichirin.pdf,保育所,0,0,0,0,0,0,1,,,73307,2
34.658266,135.448766,港乳児保育センター,みなとにゅうじほいくせんたー,港区池島1-3-40,7,港区,06-6571-0646,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/h7-8-minatonyuji.pdf,保育所,0,0,,,,,1,,,73308,2
34.658425,135.44854,港保育所,みなとほいくしょ,港区池島1-3-47,7,港区,06-6571-3182,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/h7-9-minato.pdf,保育所,,,1,1,1,0,1,,,73309,2
34.665948,135.464575,第2善児園,だいにぜんじえん,港区市岡元町3-13-8,7,港区,06-6585-3030,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/h7-10-dai2zenjien.pdf,保育所,0,0,0,0,2,1,1,,,73310,2
34.670232,135.467815,はらっぱ舎,はらっぱしゃ,港区市岡元町2-5-26,7,港区,06-4301-7010,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/h7-11-harappa.pdf,保育所,0,0,0,0,5,3,1,,,73311,2
34.665776,135.462713,きらら　もとまち保育園,きらら　もとまちほいくえん,港区磯路１－４－３,7,港区,090-9829-9777,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/t7-1-kiraramotomachi.pdf,地域型,0,0,0,,,,1,,,74301,2
34.671481,135.462021,風の丘保育園,かぜのおかほいくえん,港区波除３－７－１８,7,港区,06-6584-5155,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/t7-2-kazenooka.pdf,地域型,0,0,0,,,,1,,,74302,2
34.662462,135.450992,バンビ保育所,ばんびほいくしょ,港区夕凪２－１２－３２,7,港区,06-6573-7685,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/t7-3-banbi.pdf,地域型,0,0,0,,,,1,,,74303,2
34.664514,135.459366,キングダム・キッズ　磯路,きんぐだむ・きっず　いそじ,港区磯路２－１６－２２　１階,7,港区,06-6585-9586,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/t7-4-kingdomkidsisoji.pdf,地域型,0,0,0,,,,1,,,74304,2
34.673695,135.46369,はらっぱ舎AIAI,はらっぱしゃあいあい,港区波除４－１－３７　１階,7,港区,06-4394-8739,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/t7-5-harappaaiai.pdf,地域型,0,0,0,,,,1,,,74305,2
34.668366,135.463985,ひまわり保育園みなと,ひまわりほいくえんみなと,港区市岡元町3-8-15　１階,7,港区,06-6581-3054,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/t7-6-himawariminato.pdf,地域型,0,0,0,,,,1,,,74306,2
34.66569,135.46127,よいこ園,よいこえん,港区磯路2-22-8-101,7,港区,06-6585-7085,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/t7-7-yoikoen.pdf,地域型,0,0,0,,,,1,,,74307,2
34.662387,135.480148,大阪市立大浪保育所,おおさかしりつおおなみほいくしょ,大正区三軒家東2-5-4-101,8,大正区,06-6554-5374,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/08-oonami.pdf,保育所,0,0,0,0,0,2,1,,,83101,2
34.655702,135.465825,大阪市立北恩加島保育所,おおさかしりつきたおかじまほいくしょ,大正区泉尾7-14-2-108,8,大正区,06-6553-5521,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/16kitaokajimaH30.pdf,保育所,0,0,0,0,2,2,1,,,83202,2
34.659599,135.473635,大阪市立大正北保育所,おおさかしりつたいしょうきたほいくしょ,大正区泉尾2-8-8,8,大正区,06-6551-5038,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/24taisyoukitaH30.pdf,保育所,0,0,0,0,0,3,1,,,83201,2
34.642137,135.473844,大阪市立大正保育所,おおさかしりつたいしょうほいくしょ,大正区平尾2-23-5-101,8,大正区,06-6552-0300,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/08-taisyou.pdf,保育所,0,0,0,2,1,0,1,,,83102,2
34.649198,135.475786,大阪市立千島保育所,おおさかしりつちしまほいくしょ,大正区千島2-4-38,8,大正区,06-6554-6075,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/25chishimaH30.pdf,保育所,0,0,0,0,1,0,1,,,83204,2
34.642146,135.453626,つるまち海の風保育園,おおさかしりつつるまちほいくしょ,大正区鶴町4‐8‐4,8,大正区,06-6554-5372,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/18turumachiH30.pdf,保育所,0,0,0,0,0,0,1,,,83307,2
34.639961,135.455976,鶴町学園,つるまちがくえん,大正区鶴町3-3-1,8,大正区,06-6552-0851,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/h8-1-turumachi.pdf,保育所,0,2,0,11,2,0,1,,,83301,2
34.660212,135.477133,ファミリー保育園ジュニア,ふぁみりーほいくえんじゅにあ,大正区三軒家東5-3-1,8,大正区,06-6554-7575,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/h8-2-familyjunior.pdf,保育所,0,0,0,,,,1,,,83303,2
34.647472,135.474225,めぐみ保育園,めぐみほいくえん,大正区小林東2-3-5-101,8,大正区,06-6553-4025,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/h8-3-megumi.pdf,保育所,0,0,0,0,0,0,1,,,83305,2
34.666332,135.47816,鶴町学園　分園,つるまちがくえんぶんえん,大正区三軒家西1－4－12,8,大正区,06-6552-0851,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/h8-1-turumachi.pdf,保育所,0,0,0,-,-,-,1,,,83302,2
34.667077,135.477623,大正ゆめの樹保育園,たいしょうゆめのきほいくえん,大正区三軒家西１－３－２１,8,大正区,06‐6552‐0008,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/h8-4-taisyoyumenoki.pdf,保育所,0,0,0,0,1,5,1,,,83306,2
34.659608,135.475904,認定こども園　ファミリー,にんていこどもえんふぁみりー,大正区三軒家東5-7-14,8,大正区,06-6553-9898,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/k8-1-family.pdf,認定こども園,,,0,0,0,0,1,,,82301,2
34.661077,135.471911,認定こども園　昭和幼稚園,にんていこどもえんしょうわようちえん,大正区泉尾1-37-1,8,大正区,06-6551-1055,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/k8-2-syouwa.pdf,認定こども園,,,0,1,0,0,1,1,,82302,2
34.649008,135.469714,幼保連携型 認定こども園ファミリー チシマ,ようほれんけいがたにんていこどもえんふぁみりーちしま,大正区千島3-16－2,8,大正区,06-6555-5000,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/k8-3-familychishima.pdf,認定こども園,0,0,0,0,0,0,1,1,,82303,2
34.655096,135.473646,ぬくもりのおうち保育　千島園,ぬくもりのおうちほいくちしまえん,大正区千島１－１３－２７　リッツ大阪１０１号,8,大正区,06-4394-4188,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/t8-1-nukumorichishima.pdf,地域型,0,0,0,,,,1,,,84301,2
34.650403,135.4727,キングダム・キッズ大正,きんぐだむ・きっずたいしょう,大正区千島２－７－９５,8,大正区,06-6551-7005,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/t8-2-kingdomkidstaisyou.pdf,地域型,0,0,0,,,,1,,,84302,2
34.667761,135.52791,大阪市立味原保育所,おおさかしりつあじはらほいくしょ,天王寺区味原町9-6,9,天王寺区,06-6762-0150,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/09-ajihara.pdf,保育所,0,0,0,0,1,1,1,,,93102,2
34.659016,135.525177,大阪市立天王寺保育所,おおさかしりつてんのうじほいくしょ,天王寺区堂ヶ芝2-16-24,9,天王寺区,06-6771-0260,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/09-tennnouji.pdf,保育所,0,0,0,0,0,0,1,,,93101,2
34.660737,135.516862,四天王寺夕陽丘保育園,してんのうじゆうひがおかほいくえん,天王寺区上汐5-2-24,9,天王寺区,06-6772-4497,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-1-shitennoujiyuuhigaoka.pdf,保育所,0,0,0,0,0,0,1,,,93301,2
34.650266,135.523674,すくすく保育園,すくすくほいくえん,天王寺区国分町18-3,9,天王寺区,06-6771-2590,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-2-sukusuku.pdf,保育所,0,0,0,0,4,0,1,,,93304,2
34.661706,135.526212,こでまり保育園,こでまりほいくえん,天王寺区堂ヶ芝2-3-15,9,天王寺区,06-6772-1212,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-7-kodemari.pdf,保育所,0,0,0,0,0,0,1,,,93312,2
34.668008,135.529071,日の出さなだやま園,ひのでさなだやまえん,天王寺区味原町2-16,9,天王寺区,06-6765-4150,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-3-hinodesanadayama.pdf,保育所,0,0,0,0,0,0,1,,,93306,2
34.667585,135.529511,日の出さなだやま分園,ひのでさなだやまぶんえん,天王寺区舟橋町15-39,9,天王寺区,06-4304-1248,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-3-hinodesanadayama.pdf,保育所,-,-,-,,,,1,,,93307,2
34.661602,135.514448,蓮美幼児学園たにまちナーサリー,れんびようじがくえんたにまちなーさりー,天王寺区生玉寺町2-6,9,天王寺区,06-6773-4152,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-4-renbitanimachi.pdf,保育所,0,0,0,0,0,0,1,,,93308,2
34.654749,135.513139,松福幼児学園キッズコート天王寺,しょうふくようじがくえんきっずこーとてんのうじ,天王寺区伶人町2-15,9,天王寺区,06-6776-1312,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-5-kidscourttennouji.pdf,保育所,0,0,0,1,2,0,1,,,93309,2
34.649719,135.519136,天王寺和み保育園,てんのうじなごみほいくえん,天王寺区大道3-6-14,9,天王寺区,06-6775-7531,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-6-tennoujinagomi.pdf,保育所,0,0,0,,,,1,,,93311,2
34.647415,135.517462,天王寺駅前おおぞら保育園,てんのうじえきまえおおぞらほいくえん,天王寺区南河堀町8-21,9,天王寺区,06-6772-7021,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-8-tennoujiekimaeozora.pdf,保育所,0,0,0,0,0,0,1,,,93313,2
34.664988,135.527679,上本町げんき学園,うえほんまちげんきがくえん,天王寺区筆ヶ崎町3-19,9,天王寺区,06-677１-7808,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-9-uehonmachigenki.pdf,保育所,0,0,0,0,0,0,1,,,93314,2
34.664534,135.522095,ポピンズナーサリースクール天王寺,ぽぴんずなーさりーすくーるてんのうじ,天王寺区石ヶ辻町14-2 錢屋ビル南館2階,9,天王寺区,06-4305-2100,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-10-popinstennouji.pdf,保育所,0,0,0,0,0,0,1,,,93315,2
34.659193,135.51654,四天王寺夕陽丘保育園南分園,してんのうじゆうひがおかほいくえんみなみぶんえん,天王寺区上汐5-5-2,9,天王寺区,06-6772-4497,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-1-shitennoujiyuuhigaoka.pdf,保育所,-,-,-,,,,1,,,93302,2
34.661337,135.515617,四天王寺夕陽丘保育園北分園,してんのうじゆうひがおかほいくえんきたぶんえん,天王寺区上汐5-7-33,9,天王寺区,06-6772-4497,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-1-shitennoujiyuuhigaoka.pdf,保育所,-,-,-,,,,1,,,93303,2
34.651329,135.523798,すくすく保育園分園,すくすくほいくえんぶんえん,天王寺区国分町16-20,9,天王寺区,06-6771-2590,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-2-sukusuku.pdf,保育所,-,-,-,,,,1,,,93305,2
34.670475,135.525965,真田山かいせい保育園,さなだやまかいせいほいくえん,天王寺区餌差町11-24,9,天王寺区,06-6796-7300,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-11-sanadayamakaisei.pdf,保育所,0,0,0,0,0,1,1,,,93316,2
34.653573,135.523362,聖和かいせい保育園,せいわかいせいほいくえん,天王寺区勝山3-9-15,9,天王寺区,06-6711-0221,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-12-seiwakaisei.pdf,保育所,0,0,0,1,0,1,1,,,93317,2
34.662736,135.517895,ほっぺるらんど天王寺上本町,ほっぺるらんどてんのうじうえほんまち,天王寺区上本町7-3-21,9,天王寺区,06-6773-2773,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-13-hopperutennoujiuehonmachi.pdf,保育所,0,0,0,0,0,0,1,,,93318,2
34.654062,135.52247,くじら保育園天王寺園,くじらほいくえんてんのうじえん,天王寺区勝山2-2-28,9,天王寺区,06-6770-5880,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-14-kujiratennouji.pdf,保育所,0,0,0,0,5,0,1,,,93319,2
34.657747,135.522637,あろんてぃあきっず真法院町保育園,あろんてぃあきっずしんぽういんちょうほいくえん,天王寺区真法院町1-6,9,天王寺区,06-6776-2243,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-15-arontiakids.pdf,保育所,0,0,0,0,0,0,1,,,93320,2
34.674243,135.528238,大阪宰相山保育園,かしょうさいしょうやまほいくえん,天王寺区空堀町5－5,9,天王寺区,06-6718-6281,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-16-osakasaisyouyama.pdf,保育所,0,0,0,0,0,0,1,,,93321,2
34.671971,135.53242,ゆめ玉造保育園,かしょうゆめたまつくりもとまちほいくえん,天王寺区玉造元町9-31,9,天王寺区,06-6765-3193,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/h9-17-yumetamatukuri.pdf,保育所,0,0,0,0,0,0,1,,,93322,2
